8,1,256
0,0
1,1
2,0
3,1
4,0
5,1
6,1
7,0
8,1
9,0
10,0
11,0
12,0
13,1
14,1
15,0
16,0
17,0
18,0
19,1
20,1
21,1
22,1
23,0
24,0
25,1
26,0
27,1
28,1
29,0
30,0
31,0
32,0
33,1
34,1
35,0
36,0
37,1
38,1
39,0
40,1
41,0
42,1
43,0
44,1
45,0
46,0
47,0
48,1
49,1
50,0
51,1
52,0
53,0
54,1
55,0
56,1
57,1
58,0
59,0
60,0
61,0
62,0
63,1
64,0
65,0
66,0
67,1
68,1
69,1
70,0
71,1
72,0
73,0
74,1
75,0
76,0
77,0
78,1
79,1
80,1
81,0
82,1
83,0
84,0
85,0
86,1
87,0
88,0
89,0
90,0
91,1
92,1
93,0
94,0
95,0
96,1
97,1
98,1
99,1
100,1
101,0
102,0
103,0
104,0
105,0
106,1
107,1
108,1
109,0
110,0
111,0
112,1
113,0
114,0
115,1
116,0
117,1
118,0
119,0
120,0
121,1
122,1
123,0
124,1
125,1
126,0
127,0
128,1
129,0
130,0
131,1
132,1
133,0
134,1
135,0
136,0
137,1
138,0
139,0
140,1
141,1
142,0
143,1
144,0
145,0
146,0
147,1
148,0
149,1
150,0
151,0
152,0
153,0
154,0
155,0
156,1
157,0
158,1
159,1
160,1
161,0
162,0
163,1
164,0
165,0
166,0
167,1
168,0
169,1
170,1
171,0
172,1
173,0
174,0
175,1
176,0
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,0
186,1
187,1
188,0
189,0
190,1
191,1
192,1
193,0
194,0
195,1
196,0
197,1
198,0
199,0
200,0
201,0
202,1
203,1
204,1
205,1
206,1
207,0
208,1
209,0
210,1
211,1
212,0
213,0
214,0
215,1
216,0
217,0
218,0
219,0
220,1
221,0
222,1
223,0
224,1
225,0
226,1
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,1
235,0
236,0
237,1
238,0
239,0
240,1
241,1
242,0
243,0
244,1
245,1
246,0
247,1
248,0
249,0
250,0
251,1
252,0
253,0
254,1
255,0
