16,1,65536
0,0
1,1
2,0
3,1
4,1
5,0
6,1
7,0
8,1
9,0
10,1
11,0
12,0
13,1
14,0
15,1
16,0
17,1
18,0
19,1
20,1
21,0
22,1
23,0
24,1
25,0
26,1
27,0
28,0
29,1
30,0
31,1
32,1
33,0
34,1
35,0
36,0
37,1
38,0
39,1
40,0
41,1
42,0
43,1
44,1
45,0
46,1
47,0
48,1
49,0
50,1
51,0
52,0
53,1
54,0
55,1
56,0
57,1
58,0
59,1
60,1
61,0
62,1
63,0
64,1
65,0
66,1
67,0
68,0
69,1
70,0
71,1
72,0
73,1
74,0
75,1
76,1
77,0
78,1
79,0
80,1
81,0
82,1
83,0
84,0
85,1
86,0
87,1
88,0
89,1
90,0
91,1
92,1
93,0
94,1
95,0
96,0
97,1
98,0
99,1
100,1
101,0
102,1
103,0
104,1
105,0
106,1
107,0
108,0
109,1
110,0
111,1
112,0
113,1
114,0
115,1
116,1
117,0
118,1
119,0
120,1
121,0
122,1
123,0
124,0
125,1
126,0
127,1
128,0
129,1
130,0
131,1
132,1
133,0
134,1
135,0
136,1
137,0
138,1
139,0
140,0
141,1
142,0
143,1
144,0
145,1
146,0
147,1
148,1
149,0
150,1
151,0
152,1
153,0
154,1
155,0
156,0
157,1
158,0
159,1
160,1
161,0
162,1
163,0
164,0
165,1
166,0
167,1
168,0
169,1
170,0
171,1
172,1
173,0
174,1
175,0
176,1
177,0
178,1
179,0
180,0
181,1
182,0
183,1
184,0
185,1
186,0
187,1
188,1
189,0
190,1
191,0
192,1
193,0
194,1
195,0
196,0
197,1
198,0
199,1
200,0
201,1
202,0
203,1
204,1
205,0
206,1
207,0
208,1
209,0
210,1
211,0
212,0
213,1
214,0
215,1
216,0
217,1
218,0
219,1
220,1
221,0
222,1
223,0
224,0
225,1
226,0
227,1
228,1
229,0
230,1
231,0
232,1
233,0
234,1
235,0
236,0
237,1
238,0
239,1
240,0
241,1
242,0
243,1
244,1
245,0
246,1
247,0
248,1
249,0
250,1
251,0
252,0
253,1
254,0
255,1
256,1
257,0
258,1
259,0
260,0
261,1
262,0
263,1
264,0
265,1
266,0
267,1
268,1
269,0
270,1
271,0
272,1
273,0
274,1
275,0
276,0
277,1
278,0
279,1
280,0
281,1
282,0
283,1
284,1
285,0
286,1
287,0
288,0
289,1
290,0
291,1
292,1
293,0
294,1
295,0
296,1
297,0
298,1
299,0
300,0
301,1
302,0
303,1
304,0
305,1
306,0
307,1
308,1
309,0
310,1
311,0
312,1
313,0
314,1
315,0
316,0
317,1
318,0
319,1
320,0
321,1
322,0
323,1
324,1
325,0
326,1
327,0
328,1
329,0
330,1
331,0
332,0
333,1
334,0
335,1
336,0
337,1
338,0
339,1
340,1
341,0
342,1
343,0
344,1
345,0
346,1
347,0
348,0
349,1
350,0
351,1
352,1
353,0
354,1
355,0
356,0
357,1
358,0
359,1
360,0
361,1
362,0
363,1
364,1
365,0
366,1
367,0
368,1
369,0
370,1
371,0
372,0
373,1
374,0
375,1
376,0
377,1
378,0
379,1
380,1
381,0
382,1
383,0
384,1
385,0
386,1
387,0
388,0
389,1
390,0
391,1
392,0
393,1
394,0
395,1
396,1
397,0
398,1
399,0
400,1
401,0
402,1
403,0
404,0
405,1
406,0
407,1
408,0
409,1
410,0
411,1
412,1
413,0
414,1
415,0
416,0
417,1
418,0
419,1
420,1
421,0
422,1
423,0
424,1
425,0
426,1
427,0
428,0
429,1
430,0
431,1
432,0
433,1
434,0
435,1
436,1
437,0
438,1
439,0
440,1
441,0
442,1
443,0
444,0
445,1
446,0
447,1
448,0
449,1
450,0
451,1
452,1
453,0
454,1
455,0
456,1
457,0
458,1
459,0
460,0
461,1
462,0
463,1
464,0
465,1
466,0
467,1
468,1
469,0
470,1
471,0
472,1
473,0
474,1
475,0
476,0
477,1
478,0
479,1
480,1
481,0
482,1
483,0
484,0
485,1
486,0
487,1
488,0
489,1
490,0
491,1
492,1
493,0
494,1
495,0
496,1
497,0
498,1
499,0
500,0
501,1
502,0
503,1
504,0
505,1
506,0
507,1
508,1
509,0
510,1
511,0
512,0
513,1
514,0
515,1
516,1
517,0
518,1
519,0
520,1
521,0
522,1
523,0
524,0
525,1
526,0
527,1
528,0
529,1
530,0
531,1
532,1
533,0
534,1
535,0
536,1
537,0
538,1
539,0
540,0
541,1
542,0
543,1
544,1
545,0
546,1
547,0
548,0
549,1
550,0
551,1
552,0
553,1
554,0
555,1
556,1
557,0
558,1
559,0
560,1
561,0
562,1
563,0
564,0
565,1
566,0
567,1
568,0
569,1
570,0
571,1
572,1
573,0
574,1
575,0
576,1
577,0
578,1
579,0
580,0
581,1
582,0
583,1
584,0
585,1
586,0
587,1
588,1
589,0
590,1
591,0
592,1
593,0
594,1
595,0
596,0
597,1
598,0
599,1
600,0
601,1
602,0
603,1
604,1
605,0
606,1
607,0
608,0
609,1
610,0
611,1
612,1
613,0
614,1
615,0
616,1
617,0
618,1
619,0
620,0
621,1
622,0
623,1
624,0
625,1
626,0
627,1
628,1
629,0
630,1
631,0
632,1
633,0
634,1
635,0
636,0
637,1
638,0
639,1
640,0
641,1
642,0
643,1
644,1
645,0
646,1
647,0
648,1
649,0
650,1
651,0
652,0
653,1
654,0
655,1
656,0
657,1
658,0
659,1
660,1
661,0
662,1
663,0
664,1
665,0
666,1
667,0
668,0
669,1
670,0
671,1
672,1
673,0
674,1
675,0
676,0
677,1
678,0
679,1
680,0
681,1
682,0
683,1
684,1
685,0
686,1
687,0
688,1
689,0
690,1
691,0
692,0
693,1
694,0
695,1
696,0
697,1
698,0
699,1
700,1
701,0
702,1
703,0
704,1
705,0
706,1
707,0
708,0
709,1
710,0
711,1
712,0
713,1
714,0
715,1
716,1
717,0
718,1
719,0
720,1
721,0
722,1
723,0
724,0
725,1
726,0
727,1
728,0
729,1
730,0
731,1
732,1
733,0
734,1
735,0
736,0
737,1
738,0
739,1
740,1
741,0
742,1
743,0
744,1
745,0
746,1
747,0
748,0
749,1
750,0
751,1
752,0
753,1
754,0
755,1
756,1
757,0
758,1
759,0
760,1
761,0
762,1
763,0
764,0
765,1
766,0
767,1
768,1
769,0
770,1
771,0
772,0
773,1
774,0
775,1
776,0
777,1
778,0
779,1
780,1
781,0
782,1
783,0
784,1
785,0
786,1
787,0
788,0
789,1
790,0
791,1
792,0
793,1
794,0
795,1
796,1
797,0
798,1
799,0
800,0
801,1
802,0
803,1
804,1
805,0
806,1
807,0
808,1
809,0
810,1
811,0
812,0
813,1
814,0
815,1
816,0
817,1
818,0
819,1
820,1
821,0
822,1
823,0
824,1
825,0
826,1
827,0
828,0
829,1
830,0
831,1
832,0
833,1
834,0
835,1
836,1
837,0
838,1
839,0
840,1
841,0
842,1
843,0
844,0
845,1
846,0
847,1
848,0
849,1
850,0
851,1
852,1
853,0
854,1
855,0
856,1
857,0
858,1
859,0
860,0
861,1
862,0
863,1
864,1
865,0
866,1
867,0
868,0
869,1
870,0
871,1
872,0
873,1
874,0
875,1
876,1
877,0
878,1
879,0
880,1
881,0
882,1
883,0
884,0
885,1
886,0
887,1
888,0
889,1
890,0
891,1
892,1
893,0
894,1
895,0
896,1
897,0
898,1
899,0
900,0
901,1
902,0
903,1
904,0
905,1
906,0
907,1
908,1
909,0
910,1
911,0
912,1
913,0
914,1
915,0
916,0
917,1
918,0
919,1
920,0
921,1
922,0
923,1
924,1
925,0
926,1
927,0
928,0
929,1
930,0
931,1
932,1
933,0
934,1
935,0
936,1
937,0
938,1
939,0
940,0
941,1
942,0
943,1
944,0
945,1
946,0
947,1
948,1
949,0
950,1
951,0
952,1
953,0
954,1
955,0
956,0
957,1
958,0
959,1
960,0
961,1
962,0
963,1
964,1
965,0
966,1
967,0
968,1
969,0
970,1
971,0
972,0
973,1
974,0
975,1
976,0
977,1
978,0
979,1
980,1
981,0
982,1
983,0
984,1
985,0
986,1
987,0
988,0
989,1
990,0
991,1
992,1
993,0
994,1
995,0
996,0
997,1
998,0
999,1
1000,0
1001,1
1002,0
1003,1
1004,1
1005,0
1006,1
1007,0
1008,1
1009,0
1010,1
1011,0
1012,0
1013,1
1014,0
1015,1
1016,0
1017,1
1018,0
1019,1
1020,1
1021,0
1022,1
1023,0
1024,0
1025,1
1026,0
1027,1
1028,1
1029,0
1030,1
1031,0
1032,1
1033,0
1034,1
1035,0
1036,0
1037,1
1038,0
1039,1
1040,0
1041,1
1042,0
1043,1
1044,1
1045,0
1046,1
1047,0
1048,1
1049,0
1050,1
1051,0
1052,0
1053,1
1054,0
1055,1
1056,1
1057,0
1058,1
1059,0
1060,0
